ts,pid,comm,file,size,entropy,is_enc
1769816822.090909,10196,apt-get,#4672,4096,4.7006,0
1769816822.09685,10196,apt-get,#4672,4096,4.6505,0
1769816822.097763,10196,apt-get,#4672,4096,4.6719,0
1769816822.1013796,10196,apt-get,#4672,4096,4.6639,0
1769816822.1022623,10196,apt-get,#4672,4096,4.7794,0
1769816822.103049,10196,apt-get,#4672,4096,4.7340,0
1769816822.1069164,10196,apt-get,#4672,4096,4.8507,0
1769816822.1078327,10196,apt-get,#4672,4096,4.7121,0
1769816822.110711,10196,apt-get,#4672,4096,4.7330,0
1769816822.1116083,10196,apt-get,#4672,4096,4.7390,0
1769816822.1124504,10196,apt-get,#4672,4096,4.7425,0
1769816822.115169,10196,apt-get,#4672,2978,4.7881,0
1769816822.1159086,10196,apt-get,#4672,4096,4.8094,0
1769816822.1187806,10196,apt-get,#4672,4096,4.7695,0
1769816822.119677,10196,apt-get,#4672,4096,4.7569,0
1769816822.120444,10196,apt-get,#4672,4096,4.7887,0
1769816822.1234186,10196,apt-get,#4672,4096,4.7997,0
1769816822.1242704,10196,apt-get,#4672,4096,4.6898,0
1769816822.1272798,10196,apt-get,#4672,4096,4.7513,0
1769816822.1281793,10196,apt-get,#4672,4096,4.7521,0
1769816822.131006,10196,apt-get,#4672,4096,4.8364,0
1769816822.131862,10196,apt-get,#4672,4096,4.7245,0
1769816822.134719,10196,apt-get,#4672,4096,4.7537,0
1769816822.1356223,10196,apt-get,#4672,4096,4.7831,0
1769816822.136448,10196,apt-get,#4672,4096,4.7738,0
1769816822.1393738,10196,apt-get,#4672,4096,4.8274,0
1769816822.1401901,10196,apt-get,#4672,4096,4.6876,0
1769816822.14316,10196,apt-get,#4672,4096,4.7703,0
1769816822.1440647,10196,apt-get,#4672,4096,4.7534,0
1769816822.1469166,10196,apt-get,#4672,4096,4.7963,0
1769816822.1478057,10196,apt-get,#4672,4096,4.7953,0
1769816822.1507258,10196,apt-get,#4672,4096,4.6690,0
1769816822.1515937,10196,apt-get,#4672,4096,4.7117,0
1769816822.1524124,10196,apt-get,#4672,4096,4.7186,0
1769816822.155237,10196,apt-get,#4672,4096,4.7472,0
1769816822.1561246,10196,apt-get,#4672,4096,4.7756,0
1769816822.1590216,10196,apt-get,#4672,4096,4.7895,0
1769816822.1599064,10196,apt-get,#4672,4096,4.6800,0
1769816822.162785,10196,apt-get,#4672,4096,4.7198,0
1769816822.1637113,10196,apt-get,#4672,4096,4.7213,0
1769816822.1666095,10196,apt-get,#4672,4096,4.7133,0
1769816822.1674392,10196,apt-get,#4672,4096,4.7687,0
1769816822.168323,10196,apt-get,#4672,4096,4.7829,0
1769816822.1711614,10196,apt-get,#4672,4096,4.7970,0
1769816822.171998,10196,apt-get,#4672,4096,4.7747,0
